diâmetro,preço
24.9816047538945,128.3255835272441
48.02857225639664,258.90456967414207
39.2797576724562,205.90302674414147
33.946339367881464,163.9626602827833
16.24074561769746,72.21958137500371
16.239780813448107,86.11809578230559
12.32334448672798,48.41439036343347
44.647045830997406,241.54981681353055
34.04460046972835,182.01740355585463
38.32290311184182,186.92275903816204
10.823379771832098,36.98555356825171
48.79639408647977,257.520694174053
43.29770563201687,215.34312970755818
18.493564427131048,104.84598525538986
17.272998688284027,70.42071685347645
17.33618039413735,80.68715174114904
22.16968971838151,110.90088558908937
30.990257265289515,155.421092264095
27.27780074568463,131.88834901363072
21.649165607921677,114.47432736308338
34.474115788895176,161.69437465064993
15.579754426081674,76.47497728019545
21.685785941408724,109.63188602416261
24.654473731747668,128.41675699932583
28.24279936868144,148.33014562429608
41.407038455720546,195.78877136022402
17.98695128633439,74.59361472431573
30.569377536544465,165.62365590170742
33.696582754481696,171.8060538922044
11.85801650879991,51.805217178434006
34.30179407605753,187.02049013551292
16.82096494749166,85.26157108038689
12.60206371941118,74.80329043769416
47.95542149013333,240.45229226476778
48.625281322982374,263.73388586373176
42.33589392465844,229.23287804772426
22.184550766934827,108.43311234988339
13.906884560255355,79.25013231082033
37.36932106048627,193.30036479828283
27.606099749584054,151.71681432324374
14.881529393791153,64.75841236315472
29.807076404450807,155.8958966222384
11.375540844608736,67.46194909153955
46.372816083151285,214.2766855515253
20.351199264000677,89.92341119334564
36.50089137415928,162.11213509319538
22.46844304357644,109.64814687343662
30.802720847112433,161.18902679352178
31.868411173731186,174.3656263896162
17.394178221021082,87.71183890930315
48.783385110582344,260.2030810086246
41.00531293444458,191.225550090074
47.579957662567566,220.86596391928626
45.79309401710595,228.40999309656357
33.915999152443405,173.4206502516101
46.87496940092467,234.04789952368242
13.53970008207678,47.024079409985134
17.83931449676581,88.30537208870116
11.809091556421523,46.00076277705908
23.013213230530575,121.76279164095325
25.54709158757928,131.40144039886488
20.853961270955836,94.87100849150562
43.14950036607718,210.60883265701895
24.270133067743572,110.75853011982835
21.23738038749523,105.56011096474442
31.70784332632994,168.0906398366621
15.636968998990506,68.3275845315971
42.08787923016159,215.47986130598642
12.982025747190832,59.60755255222975
49.47547746402069,239.44865899748
40.889790771866295,203.3786502597859
17.948627261366894,79.39071308264073
10.220884684944096,45.56793037124866
42.618457138193364,201.11350676507834
38.274293753904686,211.0187200986873
39.160286721639494,196.15406912791477
40.85081386743783,197.2568142572633
12.961786069363615,66.94872945416029
24.338629141770905,120.56986521194624
14.634762381005189,70.96411590969372
44.52413703502374,228.76235217555293
34.93192507310232,182.23470246598464
23.235920994105967,110.87459349442456
12.542334011440946,56.95348765075793
22.439292868626488,109.445947371616
23.007332881069882,92.01745275799357
39.18424713352256,180.76932504562728
